analyst_id,organization_id,name,role,team,experience_years,shift,status,joined_at
AN02939,ORG00061,Priya Singh 02939,L2 Analyst,Incident Response,5,Night,Active,2022-04-11
AN02940,ORG00897,Vikram Kumar 02940,SOC Engineer,Incident Response,5,Evening,Active,2024-11-17
AN02941,ORG00587,Riya Patel 02941,SOC Engineer,Threat Hunting,7,Evening,Active,2023-07-07
AN02942,ORG00136,Arjun Das 02942,L2 Analyst,Incident Response,12,Night,Active,2024-07-01
AN02943,ORG00586,Riya Singh 02943,L3 Analyst,Monitoring,1,Morning,Active,2025-06-27
AN02944,ORG00394,Riya Singh 02944,L2 Analyst,Incident Response,8,Morning,Active,2024-12-15
AN02945,ORG00392,Karan Singh 02945,L3 Analyst,Incident Response,8,Morning,Active,2024-11-24
AN02946,ORG00070,Arjun Joshi 02946,L1 Analyst,Threat Hunting,3,Evening,Active,2024-11-05
AN02947,ORG00868,Ananya Gupta 02947,L2 Analyst,Threat Detection,4,Night,Active,2023-10-01
AN02948,ORG00962,Vikram Patel 02948,SOC Engineer,Threat Detection,6,Evening,Active,2022-03-27
AN02949,ORG00278,Vikram Verma 02949,L2 Analyst,Threat Detection,2,Night,Active,2026-01-08
AN02950,ORG00651,Vikram Verma 02950,L2 Analyst,Threat Detection,2,Morning,Active,2025-10-16
AN02951,ORG00150,Ananya Sharma 02951,L1 Analyst,Incident Response,12,Night,Active,2023-07-18
AN02952,ORG00105,Simran Kumar 02952,L2 Analyst,Incident Response,7,Evening,Active,2024-12-24
AN02953,ORG00254,Priya Das 02953,L3 Analyst,Threat Hunting,6,Evening,Active,2025-01-07
AN02954,ORG00887,Vikram Patel 02954,L1 Analyst,Threat Detection,2,Morning,Active,2024-09-11
AN02955,ORG00922,Vikram Gupta 02955,L1 Analyst,Incident Response,12,Morning,Active,2025-03-31
AN02956,ORG00833,Riya Joshi 02956,L1 Analyst,Threat Hunting,9,Morning,Active,2025-03-07
AN02957,ORG00320,Aman Singh 02957,L2 Analyst,Monitoring,2,Morning,Active,2025-10-10
AN02958,ORG00376,Simran Sharma 02958,SOC Engineer,Monitoring,2,Night,Active,2022-03-20
AN02959,ORG00431,Priya Verma 02959,SOC Engineer,Monitoring,6,Night,Active,2023-10-22
AN02960,ORG00106,Simran Patel 02960,L3 Analyst,Threat Detection,10,Night,Active,2023-08-10
AN02961,ORG00276,Simran Mehta 02961,L3 Analyst,Monitoring,6,Morning,Active,2022-12-31
AN02962,ORG00948,Arjun Gupta 02962,L2 Analyst,Incident Response,11,Night,Active,2025-04-28
AN02963,ORG00644,Simran Mehta 02963,SOC Engineer,Monitoring,7,Night,Active,2025-10-09
AN02964,ORG00431,Riya Sharma 02964,L2 Analyst,Threat Detection,4,Morning,On Leave,2024-02-25
AN02965,ORG00030,Arjun Mehta 02965,L2 Analyst,Threat Hunting,12,Night,Active,2023-10-17
AN02966,ORG00726,Vikram Malhotra 02966,SOC Engineer,Incident Response,7,Morning,Active,2023-12-27
AN02967,ORG00906,Rahul Malhotra 02967,L1 Analyst,Incident Response,3,Night,On Leave,2024-09-10
AN02968,ORG00071,Simran Sharma 02968,SOC Engineer,Threat Detection,3,Evening,Active,2022-05-28
AN02969,ORG00452,Arjun Patel 02969,L1 Analyst,Incident Response,6,Morning,Active,2025-04-02
AN02970,ORG00329,Vikram Sharma 02970,L2 Analyst,Monitoring,4,Morning,Active,2024-02-16
AN02971,ORG00778,Karan Malhotra 02971,L3 Analyst,Threat Hunting,6,Night,Active,2022-09-28
AN02972,ORG00909,Rahul Gupta 02972,L3 Analyst,Incident Response,1,Night,Active,2024-06-30
AN02973,ORG00789,Aman Das 02973,L3 Analyst,Threat Hunting,8,Evening,On Leave,2023-11-04
AN02974,ORG00501,Rahul Malhotra 02974,L3 Analyst,Threat Detection,4,Morning,Active,2023-11-18
AN02975,ORG00567,Simran Das 02975,L3 Analyst,Threat Hunting,9,Night,Active,2022-11-26
AN02976,ORG00523,Arjun Joshi 02976,L2 Analyst,Threat Detection,1,Morning,Active,2025-04-10
AN02977,ORG00566,Karan Joshi 02977,SOC Engineer,Threat Hunting,10,Morning,Active,2025-11-03
AN02978,ORG00866,Arjun Gupta 02978,L1 Analyst,Threat Hunting,6,Morning,On Leave,2024-09-02
AN02979,ORG00790,Neha Joshi 02979,L3 Analyst,Monitoring,5,Evening,On Leave,2023-05-24
AN02980,ORG00668,Priya Kumar 02980,SOC Engineer,Monitoring,5,Evening,Active,2026-01-26
AN02981,ORG00537,Arjun Sharma 02981,L2 Analyst,Threat Hunting,9,Evening,Active,2024-03-14
AN02982,ORG00793,Karan Gupta 02982,L1 Analyst,Threat Hunting,7,Morning,Active,2022-10-26
AN02983,ORG00715,Riya Patel 02983,L2 Analyst,Threat Detection,11,Night,Active,2022-05-09
AN02984,ORG00496,Riya Kumar 02984,L2 Analyst,Threat Hunting,10,Morning,Active,2024-08-18
AN02985,ORG00967,Simran Singh 02985,L2 Analyst,Incident Response,5,Evening,Active,2022-09-15
AN02986,ORG00717,Simran Verma 02986,L1 Analyst,Threat Detection,12,Evening,Active,2025-09-28
AN02987,ORG00062,Riya Verma 02987,L2 Analyst,Monitoring,10,Night,Active,2025-08-03
AN02988,ORG00982,Ananya Gupta 02988,SOC Engineer,Monitoring,10,Night,Active,2023-10-29
AN02989,ORG00677,Aman Verma 02989,L1 Analyst,Threat Hunting,10,Evening,Active,2022-01-26
AN02990,ORG00040,Rahul Joshi 02990,L3 Analyst,Threat Detection,12,Morning,Active,2022-03-22
AN02991,ORG00317,Arjun Kumar 02991,L2 Analyst,Threat Hunting,4,Morning,Active,2023-05-03
AN02992,ORG00335,Vikram Singh 02992,L1 Analyst,Threat Hunting,1,Night,On Leave,2025-10-01
AN02993,ORG00774,Aman Malhotra 02993,L1 Analyst,Incident Response,8,Morning,Active,2023-03-11
AN02994,ORG00058,Ananya Mehta 02994,L2 Analyst,Incident Response,3,Night,Active,2022-08-17
AN02995,ORG00376,Priya Mehta 02995,L1 Analyst,Threat Detection,7,Night,Active,2024-12-16
AN02996,ORG00667,Ananya Joshi 02996,L2 Analyst,Threat Detection,8,Evening,Active,2025-02-18
AN02997,ORG00713,Neha Kumar 02997,SOC Engineer,Incident Response,12,Morning,Active,2024-04-04
AN02998,ORG00398,Vikram Singh 02998,SOC Engineer,Incident Response,9,Night,Active,2024-02-19
AN02999,ORG00509,Neha Singh 02999,L3 Analyst,Incident Response,3,Evening,Active,2022-08-30
AN03000,ORG00492,Simran Das 03000,L2 Analyst,Monitoring,1,Morning,Active,2025-02-13
AN03001,ORG00066,Aman Singh 03001,L2 Analyst,Threat Hunting,10,Evening,On Leave,2025-06-05
AN03002,ORG00302,Riya Joshi 03002,L2 Analyst,Monitoring,1,Night,Active,2025-07-13
AN03003,ORG00365,Karan Joshi 03003,L1 Analyst,Threat Detection,4,Night,Active,2024-05-15
AN03004,ORG00355,Arjun Mehta 03004,L2 Analyst,Monitoring,12,Evening,Active,2024-06-19
AN03005,ORG00275,Vikram Kumar 03005,L3 Analyst,Monitoring,12,Evening,Active,2023-08-13
AN03006,ORG00742,Arjun Gupta 03006,L3 Analyst,Monitoring,3,Morning,Active,2022-04-06
AN03007,ORG00992,Ananya Mehta 03007,L3 Analyst,Monitoring,4,Morning,Active,2023-03-27
AN03008,ORG00669,Riya Malhotra 03008,SOC Engineer,Threat Hunting,8,Evening,Active,2025-08-14
AN03009,ORG00307,Ananya Das 03009,SOC Engineer,Monitoring,7,Evening,Active,2026-01-17
AN03010,ORG00066,Priya Patel 03010,L3 Analyst,Incident Response,4,Morning,Active,2023-02-04
AN03011,ORG00393,Vikram Sharma 03011,L1 Analyst,Incident Response,1,Night,Active,2023-09-13
AN03012,ORG00260,Vikram Singh 03012,L2 Analyst,Monitoring,1,Evening,Active,2022-10-06
AN03013,ORG00415,Simran Patel 03013,L1 Analyst,Threat Detection,5,Evening,Active,2024-12-13
AN03014,ORG00888,Simran Patel 03014,L1 Analyst,Threat Hunting,7,Evening,Active,2024-04-02
AN03015,ORG00343,Priya Patel 03015,L3 Analyst,Threat Hunting,8,Evening,Active,2022-10-28
AN03016,ORG00879,Vikram Patel 03016,L3 Analyst,Monitoring,6,Night,Active,2024-03-17
AN03017,ORG00801,Vikram Das 03017,L1 Analyst,Incident Response,3,Night,Active,2023-06-15
AN03018,ORG00436,Simran Singh 03018,L1 Analyst,Monitoring,11,Evening,Active,2023-08-26
AN03019,ORG00357,Rahul Gupta 03019,L3 Analyst,Threat Hunting,11,Night,Active,2022-09-28
AN03020,ORG00070,Priya Gupta 03020,SOC Engineer,Monitoring,1,Morning,Active,2025-07-02
AN03021,ORG00507,Priya Kumar 03021,L1 Analyst,Threat Detection,12,Night,Active,2023-01-04
AN03022,ORG00708,Priya Gupta 03022,L1 Analyst,Threat Hunting,11,Morning,Active,2026-02-01
AN03023,ORG00443,Simran Sharma 03023,L1 Analyst,Incident Response,8,Evening,Active,2022-12-13
AN03024,ORG00464,Rahul Das 03024,L1 Analyst,Threat Hunting,3,Evening,Active,2022-01-23
AN03025,ORG00890,Riya Verma 03025,L3 Analyst,Threat Detection,12,Night,Active,2025-10-20
AN03026,ORG00160,Simran Joshi 03026,L3 Analyst,Monitoring,7,Morning,Active,2025-03-31
AN03027,ORG00209,Priya Malhotra 03027,L2 Analyst,Threat Hunting,4,Evening,Active,2022-07-14
AN03028,ORG00729,Aman Joshi 03028,L3 Analyst,Threat Detection,2,Night,Active,2023-01-31
AN03029,ORG00061,Ananya Mehta 03029,L2 Analyst,Threat Hunting,5,Evening,Active,2022-02-24
AN03030,ORG00056,Riya Gupta 03030,SOC Engineer,Incident Response,3,Night,Active,2026-01-27
AN03031,ORG00585,Karan Joshi 03031,SOC Engineer,Threat Hunting,8,Morning,Active,2024-09-18
AN03032,ORG00399,Karan Kumar 03032,L2 Analyst,Monitoring,3,Evening,Active,2023-01-11
AN03033,ORG00292,Riya Patel 03033,L3 Analyst,Monitoring,3,Evening,Active,2023-05-06
AN03034,ORG00437,Priya Joshi 03034,L1 Analyst,Monitoring,7,Evening,Active,2024-10-04
AN03035,ORG00917,Arjun Malhotra 03035,L3 Analyst,Incident Response,1,Morning,Active,2024-08-25
AN03036,ORG00353,Riya Mehta 03036,L1 Analyst,Threat Hunting,5,Night,Active,2023-04-12
AN03037,ORG00902,Priya Singh 03037,L1 Analyst,Threat Detection,4,Evening,Active,2025-03-29
AN03038,ORG00735,Vikram Mehta 03038,SOC Engineer,Threat Detection,10,Night,Active,2025-11-18
AN03039,ORG00093,Simran Joshi 03039,L3 Analyst,Threat Detection,6,Evening,Active,2024-04-06
AN03040,ORG00652,Ananya Sharma 03040,L1 Analyst,Incident Response,3,Morning,Active,2022-07-09
AN03041,ORG00823,Simran Sharma 03041,SOC Engineer,Threat Hunting,12,Night,On Leave,2023-09-12
AN03042,ORG00558,Aman Joshi 03042,L3 Analyst,Threat Detection,10,Evening,Active,2023-11-17
AN03043,ORG00966,Riya Verma 03043,L2 Analyst,Threat Hunting,6,Night,Active,2024-01-11
AN03044,ORG00752,Rahul Verma 03044,L3 Analyst,Monitoring,1,Morning,Active,2022-12-08
AN03045,ORG00249,Simran Verma 03045,L3 Analyst,Incident Response,9,Morning,Active,2024-03-28
AN03046,ORG00649,Riya Kumar 03046,SOC Engineer,Monitoring,1,Evening,Active,2025-09-04
AN03047,ORG00574,Neha Joshi 03047,L3 Analyst,Threat Hunting,6,Morning,Active,2022-10-31
AN03048,ORG00434,Ananya Gupta 03048,L1 Analyst,Threat Hunting,1,Morning,On Leave,2026-01-04
AN03049,ORG00667,Karan Patel 03049,L3 Analyst,Incident Response,8,Morning,Active,2022-06-29
AN03050,ORG00730,Aman Malhotra 03050,L3 Analyst,Threat Detection,4,Evening,Active,2023-10-14
AN03051,ORG00822,Arjun Singh 03051,L3 Analyst,Threat Hunting,1,Evening,Active,2023-01-27
AN03052,ORG00595,Vikram Gupta 03052,L3 Analyst,Monitoring,7,Morning,Active,2023-09-26
AN03053,ORG00280,Rahul Joshi 03053,L1 Analyst,Threat Hunting,12,Night,Active,2022-02-10
AN03054,ORG00582,Simran Verma 03054,L3 Analyst,Threat Detection,5,Morning,Active,2024-05-01
AN03055,ORG00115,Karan Singh 03055,L3 Analyst,Threat Detection,10,Night,Active,2023-05-20
AN03056,ORG00171,Simran Sharma 03056,SOC Engineer,Threat Hunting,7,Evening,Active,2024-03-04
AN03057,ORG00210,Neha Gupta 03057,SOC Engineer,Incident Response,9,Morning,Active,2022-04-18
AN03058,ORG00948,Simran Verma 03058,SOC Engineer,Threat Hunting,12,Night,Active,2025-12-16
AN03059,ORG00965,Rahul Verma 03059,L1 Analyst,Threat Hunting,1,Morning,Active,2022-03-17
AN03060,ORG00332,Vikram Malhotra 03060,L2 Analyst,Monitoring,4,Evening,On Leave,2022-07-11
AN03061,ORG00270,Rahul Sharma 03061,L2 Analyst,Monitoring,6,Morning,Active,2025-05-11
AN03062,ORG00149,Simran Verma 03062,L3 Analyst,Threat Detection,5,Night,Active,2024-10-15
AN03063,ORG00735,Neha Malhotra 03063,L3 Analyst,Incident Response,6,Night,Active,2023-02-28
AN03064,ORG00172,Ananya Verma 03064,L3 Analyst,Monitoring,12,Evening,Active,2024-11-03
AN03065,ORG00654,Arjun Gupta 03065,L2 Analyst,Incident Response,5,Evening,Active,2024-06-11
AN03066,ORG00120,Rahul Kumar 03066,L3 Analyst,Threat Hunting,4,Morning,Active,2025-04-18
AN03067,ORG00147,Karan Mehta 03067,SOC Engineer,Threat Detection,9,Morning,Active,2024-03-04
AN03068,ORG00117,Riya Verma 03068,L2 Analyst,Monitoring,8,Night,Active,2022-09-04
AN03069,ORG00962,Neha Singh 03069,L1 Analyst,Threat Detection,11,Night,Active,2025-08-13
AN03070,ORG00141,Karan Sharma 03070,L2 Analyst,Threat Detection,3,Morning,Active,2022-08-27
AN03071,ORG00895,Riya Kumar 03071,SOC Engineer,Threat Detection,1,Evening,Active,2025-01-07
AN03072,ORG00693,Riya Patel 03072,L2 Analyst,Threat Detection,12,Morning,Active,2023-09-02
AN03073,ORG00010,Riya Mehta 03073,L1 Analyst,Monitoring,3,Morning,Active,2022-05-28
AN03074,ORG00177,Karan Sharma 03074,L3 Analyst,Monitoring,2,Morning,Active,2025-05-23
AN03075,ORG00807,Riya Joshi 03075,L1 Analyst,Monitoring,6,Evening,Active,2022-05-16
AN03076,ORG00654,Vikram Verma 03076,SOC Engineer,Threat Detection,2,Morning,Active,2022-09-28
AN03077,ORG00883,Ananya Verma 03077,L1 Analyst,Threat Hunting,2,Evening,Active,2023-09-22
AN03078,ORG00461,Priya Joshi 03078,SOC Engineer,Monitoring,11,Night,Active,2022-07-04
AN03079,ORG00312,Neha Patel 03079,L1 Analyst,Monitoring,8,Evening,Active,2024-05-31
AN03080,ORG00048,Aman Joshi 03080,L3 Analyst,Incident Response,7,Night,Active,2024-11-20
AN03081,ORG00039,Simran Das 03081,L1 Analyst,Threat Hunting,9,Morning,Active,2022-11-02
AN03082,ORG00636,Ananya Das 03082,L3 Analyst,Threat Detection,5,Night,Active,2025-07-18
AN03083,ORG00348,Priya Patel 03083,L2 Analyst,Threat Detection,8,Morning,Active,2026-01-03
AN03084,ORG00176,Riya Singh 03084,L3 Analyst,Threat Hunting,8,Night,Active,2023-03-14
AN03085,ORG00122,Rahul Kumar 03085,SOC Engineer,Incident Response,11,Morning,Active,2024-08-20
AN03086,ORG00689,Karan Das 03086,SOC Engineer,Monitoring,10,Morning,Active,2025-08-26
AN03087,ORG00573,Rahul Joshi 03087,L2 Analyst,Threat Hunting,5,Night,Active,2025-10-30
AN03088,ORG00182,Vikram Singh 03088,SOC Engineer,Incident Response,10,Evening,Active,2022-07-21
AN03089,ORG00209,Arjun Malhotra 03089,L1 Analyst,Threat Detection,10,Morning,Active,2026-01-29
AN03090,ORG00283,Simran Mehta 03090,L3 Analyst,Incident Response,3,Evening,Inactive,2024-04-14
AN03091,ORG00426,Vikram Verma 03091,L1 Analyst,Threat Detection,2,Night,Active,2025-08-09
AN03092,ORG00032,Ananya Das 03092,L1 Analyst,Threat Hunting,6,Night,Active,2025-11-25
AN03093,ORG00155,Aman Gupta 03093,L2 Analyst,Monitoring,5,Evening,Active,2025-11-17
AN03094,ORG00510,Rahul Das 03094,SOC Engineer,Incident Response,11,Night,Active,2024-06-13
AN03095,ORG00890,Neha Patel 03095,SOC Engineer,Threat Hunting,8,Morning,Active,2025-01-26
AN03096,ORG00903,Neha Sharma 03096,SOC Engineer,Incident Response,5,Night,Active,2024-10-16
AN03097,ORG00260,Ananya Mehta 03097,L1 Analyst,Incident Response,5,Night,Active,2022-08-25
AN03098,ORG00747,Simran Gupta 03098,SOC Engineer,Monitoring,2,Night,Active,2025-11-09
AN03099,ORG00231,Aman Kumar 03099,SOC Engineer,Incident Response,5,Evening,Active,2025-01-15
AN03100,ORG00760,Simran Malhotra 03100,SOC Engineer,Incident Response,6,Night,Active,2022-04-14
AN03101,ORG00221,Aman Joshi 03101,L2 Analyst,Incident Response,9,Evening,Active,2024-02-03
AN03102,ORG00488,Ananya Verma 03102,L1 Analyst,Incident Response,6,Morning,Active,2024-01-07
AN03103,ORG00484,Riya Das 03103,L3 Analyst,Threat Hunting,6,Night,Active,2022-11-26
AN03104,ORG00312,Aman Mehta 03104,SOC Engineer,Incident Response,3,Evening,Active,2023-07-16
AN03105,ORG00921,Simran Gupta 03105,L1 Analyst,Threat Detection,10,Night,Active,2023-07-12
AN03106,ORG00395,Vikram Malhotra 03106,L2 Analyst,Incident Response,4,Evening,Active,2025-03-20
AN03107,ORG00256,Riya Patel 03107,SOC Engineer,Threat Detection,12,Night,Active,2024-06-08
AN03108,ORG00149,Simran Malhotra 03108,L2 Analyst,Threat Hunting,2,Night,Active,2025-01-12
AN03109,ORG00481,Arjun Malhotra 03109,SOC Engineer,Incident Response,11,Evening,Active,2025-01-15
AN03110,ORG00115,Aman Kumar 03110,L2 Analyst,Incident Response,11,Night,Active,2023-04-28
AN03111,ORG00289,Ananya Gupta 03111,L1 Analyst,Threat Hunting,9,Night,Active,2024-10-13
AN03112,ORG00777,Priya Sharma 03112,L1 Analyst,Incident Response,10,Evening,Active,2022-12-16
AN03113,ORG00240,Neha Joshi 03113,L2 Analyst,Incident Response,4,Evening,Active,2025-06-30
AN03114,ORG00532,Aman Patel 03114,L3 Analyst,Threat Hunting,10,Night,Active,2025-02-06
AN03115,ORG00479,Riya Das 03115,L2 Analyst,Monitoring,11,Evening,Active,2024-02-03
AN03116,ORG00675,Aman Das 03116,L3 Analyst,Threat Detection,11,Evening,Active,2022-03-22
AN03117,ORG00020,Priya Mehta 03117,L1 Analyst,Monitoring,7,Night,Active,2022-10-20
AN03118,ORG00488,Priya Patel 03118,L3 Analyst,Incident Response,11,Morning,Active,2025-10-14
AN03119,ORG00370,Karan Mehta 03119,SOC Engineer,Threat Hunting,8,Morning,Active,2025-06-07
AN03120,ORG00997,Rahul Verma 03120,L2 Analyst,Threat Hunting,6,Night,Active,2025-11-13
AN03121,ORG00645,Rahul Singh 03121,SOC Engineer,Threat Detection,12,Evening,Active,2024-07-02
AN03122,ORG00873,Karan Sharma 03122,L3 Analyst,Monitoring,3,Night,Active,2025-11-11
AN03123,ORG00629,Neha Kumar 03123,SOC Engineer,Threat Hunting,9,Evening,Active,2024-06-01
AN03124,ORG00711,Riya Patel 03124,L3 Analyst,Threat Detection,7,Morning,On Leave,2024-02-04
AN03125,ORG00435,Neha Joshi 03125,L2 Analyst,Incident Response,5,Morning,Active,2022-04-11
AN03126,ORG00922,Simran Patel 03126,L2 Analyst,Threat Hunting,2,Morning,Active,2022-12-22
AN03127,ORG00169,Karan Kumar 03127,SOC Engineer,Threat Hunting,9,Morning,Active,2024-10-28
AN03128,ORG00553,Neha Mehta 03128,L1 Analyst,Threat Hunting,9,Evening,Active,2025-10-02
AN03129,ORG00926,Arjun Gupta 03129,L1 Analyst,Incident Response,7,Night,Active,2023-03-27
AN03130,ORG00814,Rahul Patel 03130,SOC Engineer,Incident Response,5,Evening,Active,2026-01-01
AN03131,ORG00124,Riya Mehta 03131,SOC Engineer,Threat Detection,8,Morning,Active,2022-07-30
AN03132,ORG00814,Ananya Patel 03132,L1 Analyst,Monitoring,5,Morning,Active,2023-08-28
AN03133,ORG00912,Ananya Mehta 03133,L2 Analyst,Threat Detection,9,Evening,Active,2024-12-09
AN03134,ORG00557,Priya Malhotra 03134,L3 Analyst,Threat Detection,6,Morning,Active,2022-01-23
AN03135,ORG00628,Riya Gupta 03135,L1 Analyst,Incident Response,2,Evening,Active,2023-05-07
AN03136,ORG00555,Aman Joshi 03136,SOC Engineer,Threat Detection,11,Morning,Active,2025-12-06
AN03137,ORG00112,Ananya Malhotra 03137,L2 Analyst,Threat Hunting,7,Night,Active,2022-10-15
AN03138,ORG00885,Karan Kumar 03138,L2 Analyst,Incident Response,3,Evening,Inactive,2023-09-15
AN03139,ORG00210,Rahul Das 03139,L2 Analyst,Threat Hunting,9,Evening,Active,2023-07-13
AN03140,ORG00060,Riya Gupta 03140,L2 Analyst,Threat Detection,5,Night,Active,2025-10-08
AN03141,ORG00904,Aman Joshi 03141,L2 Analyst,Threat Hunting,1,Morning,Active,2023-05-21
AN03142,ORG00322,Ananya Das 03142,L2 Analyst,Threat Hunting,6,Night,Active,2024-02-08
AN03143,ORG00069,Ananya Verma 03143,L3 Analyst,Incident Response,6,Evening,Active,2025-10-11
AN03144,ORG00890,Neha Verma 03144,L3 Analyst,Incident Response,2,Morning,Active,2022-08-01
AN03145,ORG00530,Arjun Singh 03145,SOC Engineer,Monitoring,12,Night,Active,2025-12-02
AN03146,ORG00670,Priya Verma 03146,SOC Engineer,Incident Response,1,Evening,On Leave,2022-05-04
AN03147,ORG00529,Rahul Kumar 03147,SOC Engineer,Incident Response,4,Morning,Active,2024-07-26
AN03148,ORG00005,Karan Malhotra 03148,L1 Analyst,Incident Response,5,Morning,Active,2024-07-22
AN03149,ORG00416,Ananya Singh 03149,L2 Analyst,Monitoring,10,Morning,Active,2023-06-15
AN03150,ORG00059,Aman Patel 03150,L2 Analyst,Monitoring,10,Morning,Active,2023-11-20
AN03151,ORG00187,Priya Gupta 03151,SOC Engineer,Threat Detection,2,Night,Active,2023-08-18
AN03152,ORG00631,Arjun Patel 03152,SOC Engineer,Monitoring,11,Evening,Active,2024-04-26
AN03153,ORG00816,Riya Kumar 03153,SOC Engineer,Incident Response,4,Morning,Active,2023-06-18
AN03154,ORG00727,Ananya Verma 03154,L2 Analyst,Incident Response,3,Night,Active,2025-11-03
AN03155,ORG00413,Karan Mehta 03155,L1 Analyst,Incident Response,3,Night,Active,2025-09-04
AN03156,ORG00675,Karan Singh 03156,L2 Analyst,Incident Response,12,Night,On Leave,2023-08-04
AN03157,ORG00390,Karan Singh 03157,L3 Analyst,Threat Hunting,10,Night,On Leave,2023-11-09
AN03158,ORG00298,Arjun Verma 03158,L2 Analyst,Incident Response,10,Night,Active,2023-09-25
AN03159,ORG00254,Karan Joshi 03159,SOC Engineer,Incident Response,5,Morning,Active,2024-01-23
AN03160,ORG00742,Simran Singh 03160,L3 Analyst,Incident Response,6,Evening,Active,2024-12-13
AN03161,ORG00166,Rahul Sharma 03161,L3 Analyst,Threat Hunting,9,Night,Active,2024-01-29
AN03162,ORG00811,Vikram Malhotra 03162,SOC Engineer,Threat Hunting,2,Night,Active,2024-12-04
AN03163,ORG00883,Rahul Malhotra 03163,L1 Analyst,Threat Detection,4,Night,Active,2025-02-02
AN03164,ORG00997,Arjun Sharma 03164,SOC Engineer,Threat Hunting,11,Morning,Active,2026-01-08
AN03165,ORG00249,Neha Sharma 03165,L2 Analyst,Monitoring,10,Night,On Leave,2023-08-26
AN03166,ORG00461,Karan Singh 03166,SOC Engineer,Incident Response,4,Evening,Active,2023-01-26
AN03167,ORG00464,Riya Malhotra 03167,L3 Analyst,Incident Response,11,Evening,Active,2024-01-13
AN03168,ORG00752,Priya Das 03168,L3 Analyst,Incident Response,11,Evening,Active,2025-01-20
AN03169,ORG00823,Ananya Singh 03169,L1 Analyst,Monitoring,6,Evening,Active,2024-03-23
AN03170,ORG00833,Aman Kumar 03170,L3 Analyst,Monitoring,2,Morning,Active,2024-03-10
AN03171,ORG00640,Rahul Mehta 03171,SOC Engineer,Threat Detection,5,Night,Active,2023-04-21
AN03172,ORG00556,Arjun Joshi 03172,L2 Analyst,Monitoring,4,Evening,Active,2022-12-24
AN03173,ORG00882,Arjun Mehta 03173,L1 Analyst,Incident Response,1,Evening,Active,2025-07-20
AN03174,ORG00490,Aman Mehta 03174,SOC Engineer,Monitoring,11,Night,Active,2024-04-20
AN03175,ORG00058,Priya Sharma 03175,L3 Analyst,Incident Response,2,Night,Active,2023-11-20
AN03176,ORG00958,Rahul Gupta 03176,L1 Analyst,Threat Detection,10,Night,Active,2026-01-21
AN03177,ORG00047,Simran Joshi 03177,L2 Analyst,Incident Response,1,Morning,Active,2025-07-30
AN03178,ORG00275,Neha Malhotra 03178,SOC Engineer,Incident Response,6,Morning,Active,2023-11-18
AN03179,ORG00982,Rahul Das 03179,SOC Engineer,Threat Hunting,5,Morning,Active,2023-12-09
AN03180,ORG00295,Riya Das 03180,L3 Analyst,Threat Detection,8,Evening,Active,2024-05-26
AN03181,ORG00701,Rahul Sharma 03181,L3 Analyst,Incident Response,7,Evening,Active,2025-11-27
AN03182,ORG00707,Riya Gupta 03182,SOC Engineer,Threat Detection,5,Morning,Active,2022-10-03
AN03183,ORG00886,Rahul Gupta 03183,SOC Engineer,Threat Hunting,1,Morning,Active,2023-03-04
AN03184,ORG00476,Simran Joshi 03184,L3 Analyst,Threat Detection,2,Morning,Active,2025-11-11
AN03185,ORG00867,Aman Malhotra 03185,L2 Analyst,Incident Response,12,Evening,Active,2022-01-27
AN03186,ORG00590,Riya Patel 03186,L2 Analyst,Threat Hunting,11,Evening,Active,2022-12-06
AN03187,ORG00919,Aman Gupta 03187,SOC Engineer,Threat Hunting,7,Night,Active,2023-02-23
AN03188,ORG00044,Rahul Joshi 03188,L3 Analyst,Monitoring,8,Evening,Active,2024-09-07
AN03189,ORG00916,Arjun Joshi 03189,L1 Analyst,Threat Hunting,12,Evening,Active,2023-05-08
AN03190,ORG00345,Rahul Joshi 03190,SOC Engineer,Threat Detection,3,Night,Active,2025-12-24
AN03191,ORG00768,Riya Mehta 03191,L2 Analyst,Threat Hunting,6,Morning,Active,2022-01-16
AN03192,ORG00409,Priya Mehta 03192,L3 Analyst,Incident Response,5,Morning,Active,2024-09-15
AN03193,ORG00407,Karan Sharma 03193,L1 Analyst,Incident Response,4,Night,Active,2022-08-26
AN03194,ORG00496,Priya Verma 03194,L1 Analyst,Monitoring,1,Morning,Inactive,2024-01-12
AN03195,ORG00266,Vikram Kumar 03195,L2 Analyst,Monitoring,10,Morning,Active,2024-06-15
AN03196,ORG00947,Karan Singh 03196,L3 Analyst,Incident Response,10,Morning,Active,2025-06-04
AN03197,ORG00978,Priya Sharma 03197,SOC Engineer,Incident Response,7,Night,Active,2022-06-22
AN03198,ORG00875,Priya Patel 03198,L2 Analyst,Incident Response,6,Morning,Active,2022-11-11
AN03199,ORG00614,Rahul Mehta 03199,L2 Analyst,Threat Hunting,2,Morning,Active,2023-01-14
AN03200,ORG00427,Priya Gupta 03200,L2 Analyst,Monitoring,4,Evening,Active,2023-05-24
AN03201,ORG00849,Ananya Patel 03201,L3 Analyst,Monitoring,7,Morning,Active,2022-11-12
AN03202,ORG00155,Rahul Gupta 03202,L1 Analyst,Monitoring,11,Evening,Active,2023-08-31
AN03203,ORG00746,Arjun Verma 03203,L3 Analyst,Threat Hunting,6,Evening,Active,2025-03-11
